ID,Expression,HalideResult,HalideTime
1438,( == ( + ( * v0 672 ) 657 ) ( + ( * v0 672 ) 657 ) ),1,35
1439,( == ( + ( * v0 252 ) ( + ( * v1 1008 ) v2 ) ) ( + ( * v0 252 ) ( + ( * v1 1008 ) v2 ) ) ),1,47
1440,( == ( min ( - v0 ( * v1 252 ) ) ( + 242 32 ) ) ( min ( - v0 ( * v1 252 ) ) ( + 242 32 ) ) ),1,54
1441,( == ( min ( max ( min v0 2006 ) 7 ) ( + ( max ( min v0 2009 ) 10 ) ( * v1 4 ) ) ) ( min ( max ( min v0 2006 ) 7 ) ( + ( max ( min v0 2009 ) 10 ) ( * v1 4 ) ) ) ),1,59
1442,( >= ( - ( max ( min v0 11 ) -496 ) 13 ) ( - ( + ( - ( max ( min v0 11 ) -496 ) 13 ) ( - 15 ( max ( min v0 11 ) -496 ) ) ) 1 ) ),0,110
1443,( >= ( + v0 v1 ) ( + ( + ( - v0 1 ) v1 ) 1 ) ),1,36
1444,( == ( / ( + ( - ( max ( min ( + v0 v1 ) 1992 ) -7 ) ( max ( min v1 2009 ) 10 ) ) 517 ) 500 ) ( / ( + ( - ( max ( min ( + v0 v1 ) 1992 ) -7 ) ( max ( min v1 2009 ) 10 ) ) 517 ) 500 ) ),1,175
1445,( == ( - ( / ( + v0 14 ) 64 ) ( * v1 2 ) ) ( - ( / ( + v0 14 ) 64 ) ( * v1 2 ) ) ),1,51
1446,( == ( / ( + ( - ( max ( min ( + v0 v1 ) 1992 ) -7 ) ( max ( min v1 2009 ) 10 ) ) 685 ) 668 ) ( / ( + ( - ( max ( min ( + v0 v1 ) 1992 ) -7 ) ( max ( min v1 2009 ) 10 ) ) 685 ) 668 ) ),1,121
1447,( == ( / ( + v0 518 ) 504 ) ( / ( + v0 518 ) 504 ) ),1,29
1448,( == ( min ( max ( / ( + ( - ( / ( + v0 2 ) 4 ) ( / v1 4 ) ) 5 ) 4 ) 0 ) ( / ( + v2 6 ) 4 ) ) ( min ( max ( / ( + ( - ( / ( + v0 2 ) 4 ) ( / v1 4 ) ) 5 ) 4 ) 0 ) ( / ( + v2 6 ) 4 ) ) ),1,80
1449,( == ( / ( + ( - ( max ( min ( + v0 v1 ) 1992 ) -7 ) ( max ( min v1 2009 ) 10 ) ) 1017 ) 1000 ) ( / ( + ( - ( max ( min ( + v0 v1 ) 1992 ) -7 ) ( max ( min v1 2009 ) 10 ) ) 1017 ) 1000 ) ),1,121
1450,( == ( min ( + ( * v0 4 ) v1 ) ( + v2 12 ) ) ( min ( + ( * v0 4 ) v1 ) ( + v2 12 ) ) ),1,58
1451,( == ( min ( + ( + ( * v0 225 ) ( + ( * ( / v1 5 ) 672 ) v2 ) ) 207 ) ( + v2 v3 ) ) ( min ( + ( + ( * v0 225 ) ( + ( * ( / v1 5 ) 672 ) v2 ) ) 207 ) ( + v2 v3 ) ) ),1,55
1452,( == ( - ( min ( - ( - ( + v0 v1 ) ( * v2 128 ) ) ( * v3 64 ) ) ( + v1 54 ) ) ( + ( * v4 4 ) ( + ( * v5 36 ) v1 ) ) ) ( - ( min ( - ( - ( + v0 v1 ) ( * v2 128 ) ) ( * v3 64 ) ) ( + v1 54 ) ) ( + ( * v4 4 ) ( + ( * v5 36 ) v1 ) ) ) ),1,99
1453,( == ( - v0 ( + ( / v1 4 ) v2 ) ) ( - v0 ( + ( / v1 4 ) v2 ) ) ),1,48
1454,( == ( - v0 ( * v1 128 ) ) ( - v0 ( * v1 128 ) ) ),1,51
1455,( == ( max ( min ( max ( max ( / ( + ( - v0 ( + ( * v1 128 ) v2 ) ) 17 ) 8 ) ( + ( + ( / ( - 9 v2 ) 8 ) ( * v1 -16 ) ) 1 ) ) 0 ) ( / ( + ( min v3 128 ) 25 ) 8 ) ) ( + ( min ( / ( + ( min ( - ( min ( min ( + ( min v4 1991 ) 9 ) ( + v5 v0 ) ) ( + ( min ( + v5 v0 ) ( + ( min v4 1998 ) 2 ) ) 7 ) ) ( + ( * v1 128 ) v2 ) ) ( + ( min v3 128 ) 15 ) ) 2 ) 8 ) ( + ( / ( - 2002 v2 ) 8 ) ( * v1 -16 ) ) ) 1 ) ) ( max ( min ( max ( max ( / ( + ( - v0 ( + ( * v1 128 ) v2 ) ) 17 ) 8 ) ( + ( + ( / ( - 9 v2 ) 8 ) ( * v1 -16 ) ) 1 ) ) 0 ) ( / ( + ( min v3 128 ) 25 ) 8 ) ) ( + ( min ( / ( + ( min ( - ( min ( min ( + ( min v4 1991 ) 9 ) ( + v5 v0 ) ) ( + ( min ( + v5 v0 ) ( + ( min v4 1998 ) 2 ) ) 7 ) ) ( + ( * v1 128 ) v2 ) ) ( + ( min v3 128 ) 15 ) ) 2 ) 8 ) ( + ( / ( - 2002 v2 ) 8 ) ( * v1 -16 ) ) ) 1 ) ) ),1,301
1456,( == ( min ( * v0 64 ) ( + v1 10 ) ) ( min ( * v0 64 ) ( + v1 10 ) ) ),1,32
1457,( == ( - v0 ( * v1 63 ) ) ( - v0 ( * v1 63 ) ) ),1,31
1458,( == ( / ( + v0 10 ) 1008 ) ( - ( + ( / ( + v0 10 ) 1008 ) ( / ( + ( % ( + v0 10 ) 1008 ) 1007 ) 1008 ) ) 1 ) ),0,1217
1459,( == ( - v0 ( + ( * v1 4 ) v2 ) ) ( - v0 ( + ( * v1 4 ) v2 ) ) ),1,34
1460,( == ( + ( / v0 4 ) ( * v1 16 ) ) ( + ( / v0 4 ) ( * v1 16 ) ) ),1,36
1461,( == ( - ( - ( + v0 v1 ) ( * v2 128 ) ) ( * v3 4 ) ) ( - ( - ( + v0 v1 ) ( * v2 128 ) ) ( * v3 4 ) ) ),1,51
1462,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + ( - ( + ( * v0 4 ) v1 ) 5 ) 0 ) 3 ) ( - ( - ( + ( + ( * v0 4 ) v1 ) 0 ) 5 ) 3 ) ) ) ( >= ( - ( + ( + ( + ( * v0 4 ) v1 ) ( - ( - 6 5 ) 1 ) ) 3 ) 3 ) ( - ( + ( + ( + ( * v0 4 ) v1 ) ( - ( + 4 0 ) 1 ) ) ( - ( - 6 5 ) 1 ) ) 3 ) ) ) ( <= 0 0 ) ) ( >= ( - 8 1 ) ( - 8 1 ) ) ) ( <= v2 v2 ) ) ( >= v2 v2 ) ),1,202
1463,( == ( + ( + ( * v0 128 ) ( + ( + ( * ( / ( + ( min ( + ( * v1 -64 ) ( + ( * v0 -128 ) v2 ) ) 54 ) 14 ) 36 ) 36 ) ( * v1 64 ) ) v3 ) ) ( + ( min ( - ( - ( - ( + v2 v3 ) ( * v0 128 ) ) ( * v1 64 ) ) v3 ) -11 ) ( * ( min ( / ( + ( min ( - ( - ( - ( + v2 v3 ) ( * v0 128 ) ) ( * v1 64 ) ) v3 ) 54 ) 14 ) 4 ) 8 ) 4 ) ) ) ( + ( + ( * v0 128 ) ( + ( + ( * ( / ( + ( min ( + ( * v1 -64 ) ( + ( * v0 -128 ) v2 ) ) 54 ) 14 ) 36 ) 36 ) ( * v1 64 ) ) v3 ) ) ( + ( min ( - ( - ( - ( + v2 v3 ) ( * v0 128 ) ) ( * v1 64 ) ) v3 ) -11 ) ( * ( min ( / ( + ( min ( - ( - ( - ( + v2 v3 ) ( * v0 128 ) ) ( * v1 64 ) ) v3 ) 54 ) 14 ) 4 ) 8 ) 4 ) ) ) ),1,175
1464,( >= ( + v0 5 ) ( - ( + ( + v0 5 ) 259 ) 1 ) ),0,35
1465,( != v0 0 ),0,334
1466,( >= ( / ( + v0 10 ) 4 ) ( - ( + ( / ( + v0 10 ) 4 ) ( / ( + ( % ( + v0 2 ) 4 ) 3 ) 4 ) ) 1 ) ),1,76
1467,( == ( min ( max ( min ( + v0 v1 ) 2006 ) 7 ) ( + ( * v2 4 ) v3 ) ) ( min ( max ( min ( + v0 v1 ) 2006 ) 7 ) ( + ( * v2 4 ) v3 ) ) ),1,60
1468,( == 0 ( - ( + 0 ( - 267 ( max ( * v0 16 ) 251 ) ) ) 1 ) ),0,56
1469,( == ( min ( + ( + ( * v0 508 ) ( + ( * v1 1004 ) v2 ) ) 496 ) ( + ( min ( + ( * v1 1004 ) 997 ) v3 ) v2 ) ) ( min ( + ( + ( * v0 508 ) ( + ( * v1 1004 ) v2 ) ) 496 ) ( + ( min ( + ( * v1 1004 ) 997 ) v3 ) v2 ) ) ),1,74
1470,( == ( - ( - ( + v0 v1 ) ( * v2 16 ) ) ( + ( * v3 32 ) v1 ) ) ( - ( - ( + v0 v1 ) ( * v2 16 ) ) ( + ( * v3 32 ) v1 ) ) ),1,46
1471,( == ( / ( + ( - ( / ( + ( + v0 v1 ) 31 ) 4 ) ( / v1 4 ) ) 66 ) 64 ) ( / ( + ( - ( / ( + ( + v0 v1 ) 31 ) 4 ) ( / v1 4 ) ) 66 ) 64 ) ),1,85
1472,( == ( max ( - -16 ( max ( min ( - v0 ( * v1 1008 ) ) 993 ) -14 ) ) ( - ( max ( min ( - ( * v1 1008 ) v0 ) 14 ) -993 ) 16 ) ) ( max ( - -16 ( max ( min ( - v0 ( * v1 1008 ) ) 993 ) -14 ) ) ( - ( max ( min ( - ( * v1 1008 ) v0 ) 14 ) -993 ) 16 ) ) ),1,90
1473,( == ( - v0 ( + ( max ( - ( * v1 1004 ) v2 ) -997 ) ( + ( * v3 4 ) ( + ( * v4 508 ) v0 ) ) ) ) ( - v0 ( + ( max ( - ( * v1 1004 ) v2 ) -997 ) ( + ( * v3 4 ) ( + ( * v4 508 ) v0 ) ) ) ) ),1,72
1474,( == ( - v0 ( * ( + ( * v1 2 ) v2 ) 4 ) ) ( - v0 ( * ( + ( * v1 2 ) v2 ) 4 ) ) ),1,34
1475,( == ( - ( min ( - ( - ( + v0 v1 ) ( * v2 128 ) ) ( * v3 64 ) ) ( + ( + ( min ( * v4 36 ) 33 ) v1 ) 21 ) ) ( * v4 36 ) ) ( - ( min ( - ( - ( + v0 v1 ) ( * v2 128 ) ) ( * v3 64 ) ) ( + ( + ( min ( * v4 36 ) 33 ) v1 ) 21 ) ) ( * v4 36 ) ) ),1,537
1476,( == ( * ( / ( * v0 -16 ) 4 ) 4 ) ( * v0 -16 ) ),1,49
1477,( == ( - v0 ( * ( + ( * v1 32 ) v2 ) 4 ) ) ( - v0 ( * ( + ( * v1 32 ) v2 ) 4 ) ) ),1,41
1478,( == ( + ( * v0 672 ) 657 ) ( + ( * v0 672 ) 657 ) ),1,39
1479,( == ( max ( min ( max ( / ( - 234 ( + ( * ( / v0 5 ) 672 ) v1 ) ) 225 ) 0 ) ( / ( + ( min v2 657 ) 242 ) 225 ) ) ( + ( / ( min ( - 1785 ( + ( * ( / v0 5 ) 672 ) v1 ) ) ( - ( - v3 ( * ( / v0 5 ) 672 ) ) 208 ) ) 225 ) 1 ) ) ( max ( min ( max ( / ( - 234 ( + ( * ( / v0 5 ) 672 ) v1 ) ) 225 ) 0 ) ( / ( + ( min v2 657 ) 242 ) 225 ) ) ( + ( / ( min ( - 1785 ( + ( * ( / v0 5 ) 672 ) v1 ) ) ( - ( - v3 ( * ( / v0 5 ) 672 ) ) 208 ) ) 225 ) 1 ) ) ),1,136
1480,( == ( / ( + v0 10 ) 1008 ) ( - ( + ( / ( + v0 10 ) 1008 ) ( / ( + ( % ( + v0 10 ) 1008 ) 1007 ) 1008 ) ) 1 ) ),0,1142
1481,( == ( min ( * v0 1000 ) ( - v1 1000 ) ) ( min ( * v0 1000 ) ( - v1 1000 ) ) ),1,50
1482,( == ( min ( + ( + ( * v0 36 ) v1 ) 21 ) v2 ) ( min ( + ( + ( * v0 36 ) v1 ) 21 ) v2 ) ),1,51
1483,( == ( min ( + ( * v0 1004 ) 999 ) v1 ) ( min ( + ( * v0 1004 ) 999 ) v1 ) ),1,33
1484,( == ( + ( max ( * v0 64 ) 61 ) ( * v1 4 ) ) ( + ( max ( * v0 64 ) 61 ) ( * v1 4 ) ) ),1,78
1485,( == ( max ( + ( + ( + v0 v1 ) v2 ) 16 ) ( + ( * v3 1008 ) v0 ) ) ( max ( + ( + ( + v0 v1 ) v2 ) 16 ) ( + ( * v3 1008 ) v0 ) ) ),1,48
1486,( == ( / ( + v0 681 ) 672 ) ( / ( + v0 681 ) 672 ) ),1,25
1487,( == ( / ( + v0 266 ) 252 ) ( / ( + v0 266 ) 252 ) ),1,33
1488,( == ( / ( + v0 63 ) 64 ) ( / ( + v0 63 ) 64 ) ),1,28
1489,( == ( min ( + ( * v0 128 ) 128 ) v1 ) ( min ( + ( * v0 128 ) 128 ) v1 ) ),1,42
1490,( == ( min ( + v0 v1 ) ( - ( + ( * v2 128 ) ( + ( * v3 64 ) ( + ( * v4 36 ) v1 ) ) ) 11 ) ) ( min ( + v0 v1 ) ( - ( + ( * v2 128 ) ( + ( * v3 64 ) ( + ( * v4 36 ) v1 ) ) ) 11 ) ) ),1,69
1491,( == ( min v0 v1 ) ( min v0 v1 ) ),1,32
1492,( == ( - ( max ( min v0 11 ) -496 ) 13 ) ( - ( + ( - ( max ( min v0 11 ) -496 ) 13 ) ( - 15 ( max ( min v0 11 ) -496 ) ) ) 1 ) ),0,93
1493,( == ( max ( min ( max ( / ( - 13 v0 ) 4 ) 0 ) ( / ( + v1 21 ) 4 ) ) ( + ( / ( min ( - 2006 v0 ) ( + v1 14 ) ) 4 ) 1 ) ) ( max ( min ( max ( / ( - 13 v0 ) 4 ) 0 ) ( / ( + v1 21 ) 4 ) ) ( + ( / ( min ( - 2006 v0 ) ( + v1 14 ) ) 4 ) 1 ) ) ),1,106
1494,( != v0 0 ),0,350
1495,( == ( min ( max ( / ( - 13 v0 ) 4 ) 0 ) ( / ( + v1 21 ) 4 ) ) ( min ( max ( / ( - 13 v0 ) 4 ) 0 ) ( / ( + v1 21 ) 4 ) ) ),1,56
1496,( == ( + ( / ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( / v1 4 ) ) 126 ) 1 ) ( + ( / ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( / v1 4 ) ) 126 ) 1 ) ),1,85
1497,( != v0 0 ),0,324
1498,( == ( + ( / ( + v0 15 ) 4 ) ( / ( + ( % ( + v0 3 ) 4 ) 3 ) 4 ) ) ( + ( / ( + v0 15 ) 4 ) ( / ( + ( % ( + v0 3 ) 4 ) 3 ) 4 ) ) ),1,37
1499,( == ( min ( * ( + ( * v0 2 ) v1 ) 2 ) ( + ( min ( * v0 4 ) 15 ) 2 ) ) ( min ( * ( + ( * v0 2 ) v1 ) 2 ) ( + ( min ( * v0 4 ) 15 ) 2 ) ) ),1,66
1500,( != v0 0 ),0,439
1501,( == ( min ( * v0 64 ) ( + v1 10 ) ) ( min ( * v0 64 ) ( + v1 10 ) ) ),1,35
1502,( == ( - v0 ( + ( max ( - ( * v1 1004 ) v2 ) -997 ) ( + ( * v3 4 ) ( + ( * v4 508 ) v0 ) ) ) ) ( - v0 ( + ( max ( - ( * v1 1004 ) v2 ) -997 ) ( + ( * v3 4 ) ( + ( * v4 508 ) v0 ) ) ) ) ),1,82
1503,( >= ( * v0 4 ) ( - ( + ( * v0 4 ) 128 ) 1 ) ),0,40
1504,( != ( + ( / v0 64 ) 1 ) 0 ),0,580
1505,( == ( min ( max ( min ( + v0 v1 ) 2006 ) 7 ) ( + ( * v2 4 ) v3 ) ) ( min ( max ( min ( + v0 v1 ) 2006 ) 7 ) ( + ( * v2 4 ) v3 ) ) ),1,85
1506,( != v0 0 ),0,352
1507,( == ( + ( * v0 -64 ) ( + ( * v1 -128 ) ( + v2 v3 ) ) ) ( + ( * v0 -64 ) ( + ( * v1 -128 ) ( + v2 v3 ) ) ) ),1,54
1508,( == ( min ( max ( max ( - v0 10 ) v1 ) 0 ) ( + ( + v2 v0 ) 8 ) ) ( min ( max ( max ( - v0 10 ) v1 ) 0 ) ( + ( + v2 v0 ) 8 ) ) ),1,49
1509,( == ( + v0 5 ) ( - ( + ( + v0 5 ) 259 ) 1 ) ),0,32
1510,( == ( - v0 ( * v1 1000 ) ) ( - v0 ( * v1 1000 ) ) ),1,26
1511,( >= ( + v0 v1 ) ( + ( + v0 ( - v1 1 ) ) 1 ) ),1,47
1512,( == ( min ( * ( / ( + v0 9 ) 4 ) 4 ) ( + v0 10 ) ) ( min ( * ( / ( + v0 9 ) 4 ) 4 ) ( + v0 10 ) ) ),1,56
1513,( == ( + ( * v0 64 ) ( + ( * v1 128 ) v2 ) ) ( + ( * v0 64 ) ( + ( * v1 128 ) v2 ) ) ),1,53
1514,( == ( max ( min ( / ( + v0 140 ) 126 ) v1 ) ( / ( + v0 10 ) 126 ) ) ( max ( min ( / ( + v0 140 ) 126 ) v1 ) ( / ( + v0 10 ) 126 ) ) ),1,54
1515,( == ( max ( + ( + ( + ( min ( + ( * v0 16 ) 1 ) v1 ) v2 ) v3 ) 16 ) ( + ( * v0 16 ) v2 ) ) ( max ( + ( + ( + ( min ( + ( * v0 16 ) 1 ) v1 ) v2 ) v3 ) 16 ) ( + ( * v0 16 ) v2 ) ) ),1,70
1516,( == ( / ( + v0 667 ) 668 ) ( / ( + v0 667 ) 668 ) ),1,28
1517,( == ( - v0 ( * ( + ( * v1 8 ) v2 ) 4 ) ) ( - v0 ( * ( + ( * v1 8 ) v2 ) 4 ) ) ),1,42
1518,( == ( + ( * v0 65 ) ( + ( * v1 252 ) v2 ) ) ( + ( * v0 65 ) ( + ( * v1 252 ) v2 ) ) ),1,34
1519,( == ( min ( + v0 4 ) ( + v1 v2 ) ) ( min ( + v0 4 ) ( + v1 v2 ) ) ),1,66
1520,( == ( / ( + v0 1014 ) 1005 ) ( / ( + v0 1014 ) 1005 ) ),1,20
1521,( == ( - ( + v0 v1 ) 10 ) ( - ( + ( - ( + v0 v1 ) 10 ) 81 ) 1 ) ),0,50
1522,( == ( min ( * ( / ( + v0 17 ) 4 ) 4 ) ( + v0 18 ) ) ( min ( * ( / ( + v0 17 ) 4 ) 4 ) ( + v0 18 ) ) ),1,57
1523,( <= ( max ( + ( min ( min ( min ( min ( min ( min ( - ( / v4 125 ) 1 ) ( - ( / v4 125 ) 1 ) ) ( - ( / ( min ( min ( - 2134 v1 ) v4 ) ( + ( - ( + v2 v3 ) v1 ) 134 ) ) 125 ) 1 ) ) ( / ( - ( min ( - ( + v2 v3 ) v1 ) ( + ( min ( - 1992 v1 ) v4 ) 8 ) ) 133 ) 125 ) ) ( / ( - 1867 v1 ) 125 ) ) ( / ( - 1867 v1 ) 125 ) ) ( - ( + 0 ( / ( + v4 124 ) 125 ) ) 1 ) ) 1 ) ( min ( max ( max ( max ( max ( / ( + ( - ( max v3 0 ) v1 ) 134 ) 125 ) ( / ( - -8 v1 ) 125 ) ) ( / ( - 134 v1 ) 125 ) ) ( / ( - 134 v1 ) 125 ) ) 0 ) ( + ( / ( + v4 124 ) 125 ) 0 ) ) ) ( min ( max ( max ( max ( max ( / ( + ( - ( max v3 0 ) v1 ) 134 ) 125 ) ( / ( - -8 v1 ) 125 ) ) ( / ( - 134 v1 ) 125 ) ) ( / ( - 134 v1 ) 125 ) ) 0 ) ( + ( / ( + v4 124 ) 125 ) 0 ) ) ),0,6168
1524,( == ( / ( + v0 251 ) 252 ) ( / ( + v0 251 ) 252 ) ),1,22
1525,( == ( - v0 ( * v1 1008 ) ) ( - v0 ( * v1 1008 ) ) ),1,29
1526,( == ( min ( + ( + ( * v0 36 ) v1 ) 21 ) v2 ) ( min ( + ( + ( * v0 36 ) v1 ) 21 ) v2 ) ),1,46
1527,( == ( - ( min ( - ( + v0 v1 ) ( * v2 1000 ) ) ( + ( + ( min ( * v3 508 ) 502 ) v1 ) 498 ) ) ( + ( * v3 508 ) ( + ( * v4 4 ) v1 ) ) ) ( - ( min ( - ( + v0 v1 ) ( * v2 1000 ) ) ( + ( + ( min ( * v3 508 ) 502 ) v1 ) 498 ) ) ( + ( * v3 508 ) ( + ( * v4 4 ) v1 ) ) ) ),1,87
1528,( == ( * ( / ( + ( max ( min ( + ( * v1 -1000 ) v2 ) 1000 ) 0 ) ( * v1 1000 ) ) 4 ) 4 ) ( + ( max ( min ( + ( * v1 -1000 ) v2 ) 1000 ) 0 ) ( * v1 1000 ) ) ),0,1643
1529,( == ( + ( * ( / ( + ( * ( - ( * v0 126 ) v1 ) -1 ) 14 ) 4 ) 4 ) ( * v0 126 ) ) ( + ( * ( / ( + ( * ( - ( * v0 126 ) v1 ) -1 ) 14 ) 4 ) 4 ) ( * v0 126 ) ) ),1,69
1530,( == ( + ( / ( - -1028 ( % ( + ( min ( * v0 1000 ) ( - v1 1000 ) ) v2 ) 4 ) ) 4 ) ( * v3 16 ) ) ( + ( / ( - -1028 ( % ( + ( min ( * v0 1000 ) ( - v1 1000 ) ) v2 ) 4 ) ) 4 ) ( * v3 16 ) ) ),1,80
1531,( == ( min ( + ( + ( * v0 508 ) ( + ( * v1 1004 ) v2 ) ) 496 ) ( + ( min ( + ( * v1 1004 ) 997 ) v3 ) v2 ) ) ( min ( + ( + ( * v0 508 ) ( + ( * v1 1004 ) v2 ) ) 496 ) ( + ( min ( + ( * v1 1004 ) 997 ) v3 ) v2 ) ) ),1,111
1532,( == ( min ( max ( / ( - 234 ( + ( * ( / v0 5 ) 672 ) v1 ) ) 225 ) 0 ) ( / ( + ( min v2 657 ) 242 ) 225 ) ) ( min ( max ( / ( - 234 ( + ( * ( / v0 5 ) 672 ) v1 ) ) 225 ) 0 ) ( / ( + ( min v2 657 ) 242 ) 225 ) ) ),1,110
1533,( == ( - ( / ( + v0 9 ) 4 ) ( * ( + ( * v1 2 ) v2 ) 126 ) ) ( - ( / ( + v0 9 ) 4 ) ( * ( + ( * v1 2 ) v2 ) 126 ) ) ),1,49
1534,( != ( + v0 1 ) 0 ),0,406
1535,( == ( max ( min ( min ( + v0 v1 ) ( + ( + ( min v2 128 ) ( + ( * v3 128 ) v4 ) ) 8 ) ) 2000 ) ( min ( max ( max ( - ( + ( * v3 128 ) v4 ) 10 ) v1 ) 0 ) ( + ( + ( min v2 128 ) ( + ( * v3 128 ) v4 ) ) 8 ) ) ) ( max ( min ( min ( + v0 v1 ) ( + ( + ( min v2 128 ) ( + ( * v3 128 ) v4 ) ) 8 ) ) 2000 ) ( min ( max ( max ( - ( + ( * v3 128 ) v4 ) 10 ) v1 ) 0 ) ( + ( + ( min v2 128 ) ( + ( * v3 128 ) v4 ) ) 8 ) ) ) ),1,100
1536,( == ( - ( / v0 4 ) ( * v1 8 ) ) ( - ( / v0 4 ) ( * v1 8 ) ) ),1,34
1537,( == ( + ( * v0 252 ) ( + ( * v1 504 ) ( + ( * v2 1008 ) ( + ( * v3 4 ) v4 ) ) ) ) ( + ( * v0 252 ) ( + ( * v1 504 ) ( + ( * v2 1008 ) ( + ( * v3 4 ) v4 ) ) ) ) ),1,62
1538,( == ( min ( + ( * v0 259 ) ( + ( max ( * v1 500 ) -15 ) ( + v2 v3 ) ) ) ( + ( + ( * v1 500 ) ( + v2 v3 ) ) 244 ) ) ( min ( + ( * v0 259 ) ( + ( max ( * v1 500 ) -15 ) ( + v2 v3 ) ) ) ( + ( + ( * v1 500 ) ( + v2 v3 ) ) 244 ) ) ),1,81
1539,( == ( - v0 ( * v1 63 ) ) ( - v0 ( * v1 63 ) ) ),1,33
1540,( == ( min ( + ( * v0 4 ) v1 ) ( + ( + v2 v3 ) 4 ) ) ( min ( + ( * v0 4 ) v1 ) ( + ( + v2 v3 ) 4 ) ) ),1,54
1541,( == ( + ( / ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( / v1 4 ) ) 252 ) 1 ) ( + ( / ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( / v1 4 ) ) 252 ) 1 ) ),1,74
1542,( == ( + v0 18 ) ( + v0 18 ) ),1,29
1543,( == ( / ( + ( - ( max ( min ( + v0 v1 ) 1992 ) -7 ) ( max ( min v1 2009 ) 10 ) ) 267 ) 250 ) ( / ( + ( - ( max ( min ( + v0 v1 ) 1992 ) -7 ) ( max ( min v1 2009 ) 10 ) ) 267 ) 250 ) ),1,170
1544,( == ( min ( + ( * v0 126 ) 116 ) v1 ) ( min ( + ( * v0 126 ) 116 ) v1 ) ),1,48
1545,( == ( * ( / ( * v0 252 ) 4 ) 4 ) ( * v0 252 ) ),1,50
1546,( == ( + v0 18 ) ( + v0 18 ) ),1,34
1547,( >= ( - ( + v0 v1 ) 10 ) ( - ( + ( - ( + v0 v1 ) 10 ) 81 ) 1 ) ),0,61
1548,( == ( + ( min ( * v0 4 ) 46 ) ( + v1 v2 ) ) ( + ( min ( * v0 4 ) 46 ) ( + v1 v2 ) ) ),1,55
1549,( == ( + ( * v0 32 ) ( + ( min ( * v1 4 ) 46 ) ( + v2 v3 ) ) ) ( + ( * v0 32 ) ( + ( min ( * v1 4 ) 46 ) ( + v2 v3 ) ) ) ),1,52
1550,( == ( + ( * v0 33 ) ( + ( * v1 252 ) v2 ) ) ( + ( * v0 33 ) ( + ( * v1 252 ) v2 ) ) ),1,35
1551,( == ( / ( + v0 1008 ) 1004 ) ( / ( + v0 1008 ) 1004 ) ),1,29
1552,( == ( min ( + ( * v0 1000 ) 1000 ) v1 ) ( min ( + ( * v0 1000 ) 1000 ) v1 ) ),1,32
1553,( == ( / ( + ( - ( max ( min ( + v0 v1 ) 1992 ) -7 ) ( max ( min v1 2009 ) 10 ) ) 1017 ) 1000 ) ( / ( + ( - ( max ( min ( + v0 v1 ) 1992 ) -7 ) ( max ( min v1 2009 ) 10 ) ) 1017 ) 1000 ) ),1,144
1554,( == ( min ( + ( * v0 4 ) ( + ( * v1 126 ) v2 ) ) ( + ( + v2 v3 ) 14 ) ) ( min ( + ( * v0 4 ) ( + ( * v1 126 ) v2 ) ) ( + ( + v2 v3 ) 14 ) ) ),1,65
1555,( < ( + ( max ( + ( + ( * ( / ( min ( * v0 4 ) -10 ) 2 ) 2 ) ( + ( max ( * v0 4 ) -10 ) ( / ( + ( min v1 12 ) v2 ) 4 ) ) ) 10 ) ( + ( / ( + ( min v1 12 ) v2 ) 4 ) ( * v0 4 ) ) ) 8 ) ( - ( + ( / ( + ( min v1 12 ) v2 ) 4 ) ( * ( + v0 1 ) 4 ) ) 5 ) ),0,317
1556,( == ( min ( + ( * v0 4 ) v1 ) ( + v2 14 ) ) ( min ( + ( * v0 4 ) v1 ) ( + v2 14 ) ) ),1,51
1557,( == ( min ( - v0 ( * v1 128 ) ) ( + ( min ( + ( * v1 -128 ) v0 ) 128 ) 3 ) ) ( min ( - v0 ( * v1 128 ) ) ( + ( min ( + ( * v1 -128 ) v0 ) 128 ) 3 ) ) ),1,49
1558,( == 0 ( - ( + 0 ( - 18 ( * ( max v0 1 ) 9 ) ) ) 1 ) ),0,47
1559,( != v0 0 ),0,363
1560,( == ( - v0 ( * v1 4 ) ) ( - v0 ( * v1 4 ) ) ),1,37
1561,( == ( * ( / ( * v0 -36 ) 4 ) 4 ) ( * v0 -36 ) ),1,29
1562,( == ( min ( max ( / ( + ( - v0 ( max ( min v1 2009 ) 10 ) ) 13 ) 4 ) 0 ) ( / ( + v2 75 ) 4 ) ) ( min ( max ( / ( + ( - v0 ( max ( min v1 2009 ) 10 ) ) 13 ) 4 ) 0 ) ( / ( + v2 75 ) 4 ) ) ),1,88
1563,( == ( - v0 ( * ( + ( * v1 125 ) ( + ( * v2 63 ) v3 ) ) 4 ) ) ( - v0 ( * ( + ( * v1 125 ) ( + ( * v2 63 ) v3 ) ) 4 ) ) ),1,51
1564,( == ( + ( * v0 1000 ) ( + ( * v1 4 ) v2 ) ) ( + ( * v0 1000 ) ( + ( * v1 4 ) v2 ) ) ),1,34
1565,( == ( / ( + v0 251 ) 252 ) ( / ( + v0 251 ) 252 ) ),1,24
