ID,Expression,HalideResult,HalideTime
248,( != ( / ( + ( * v0 16 ) 286 ) 253 ) 0 ),0,502
249,( == ( + ( * ( min ( - ( / ( - ( + v0 v1 ) 1 ) 63 ) ( * v2 12 ) ) ( + ( / v1 63 ) 11 ) ) -2 ) ( + ( * ( + ( / v1 63 ) ( * v3 6 ) ) 2 ) ( + ( * v4 4 ) v5 ) ) ) ( + ( * ( min ( - ( / ( - ( + v0 v1 ) 1 ) 63 ) ( * v2 12 ) ) ( + ( / v1 63 ) 11 ) ) -2 ) ( + ( * ( + ( / v1 63 ) ( * v3 6 ) ) 2 ) ( + ( * v4 4 ) v5 ) ) ) ),1,107
250,( == ( + ( min ( / v0 8 ) 0 ) ( * v1 4 ) ) ( + ( min ( / v0 8 ) 0 ) ( * v1 4 ) ) ),1,65
251,( == ( min ( + ( + ( * v0 8 ) v1 ) 6 ) v2 ) ( min ( + ( + ( * v0 8 ) v1 ) 6 ) v2 ) ),1,54
252,( == ( min ( * v0 4 ) ( + ( * v1 4 ) 7 ) ) ( min ( * v0 4 ) ( + ( * v1 4 ) 7 ) ) ),1,42
253,( == ( min ( / ( - ( + v0 v1 ) 41 ) 8 ) ( - ( + ( / v1 8 ) ( * v2 8 ) ) 5 ) ) ( min ( / ( - ( + v0 v1 ) 41 ) 8 ) ( - ( + ( / v1 8 ) ( * v2 8 ) ) 5 ) ) ),1,51
254,( == ( min ( + ( * v0 2 ) v1 ) ( + v2 27 ) ) ( min ( + ( * v0 2 ) v1 ) ( + v2 27 ) ) ),1,40
255,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + 0 ( - v0 11 ) ) 3 ) ( - ( - ( + 0 v0 ) 10 ) 4 ) ) ) ( >= ( - ( + 3 ( + v0 996 ) ) 3 ) ( - ( + ( + 3 ( + v0 996 ) ) 1 ) 4 ) ) ) ( <= ( + v1 v2 ) ( + v1 v2 ) ) ) ( >= ( + v1 v2 ) ( + v1 v2 ) ) ) ( <= 0 0 ) ) ( >= 0 0 ) ),1,152
256,( == ( - ( * v0 2 ) ( + ( * ( + ( * v1 16 ) v2 ) 2 ) v3 ) ) ( - ( * v0 2 ) ( + ( * ( + ( * v1 16 ) v2 ) 2 ) v3 ) ) ),1,57
257,( == ( + ( min ( * v0 8 ) 117 ) ( + v1 v2 ) ) ( + ( min ( * v0 8 ) 117 ) ( + v1 v2 ) ) ),1,30
258,( != ( + ( / v0 64 ) 1 ) 0 ),0,282
259,( != v0 0 ),0,396
260,( < ( + ( / ( + v0 v1 ) 65 ) 1 ) ( / ( + ( + v0 1 ) v1 ) 65 ) ),0,65
261,( == ( min ( * ( / ( + ( + v0 v1 ) 63 ) 16 ) 4 ) ( + ( * ( + ( / ( + v0 v1 ) 16 ) v2 ) 4 ) 3 ) ) ( min ( * ( / ( + ( + v0 v1 ) 63 ) 16 ) 4 ) ( + ( * ( + ( / ( + v0 v1 ) 16 ) v2 ) 4 ) 3 ) ) ),1,108
262,( == ( - ( * ( max ( * v0 16 ) 10 ) -2 ) ( * v1 15 ) ) ( - ( * ( max ( * v0 16 ) 10 ) -2 ) ( * v1 15 ) ) ),1,43
263,( == ( min ( * v0 8 ) ( + ( + ( min ( * ( + ( * v1 31 ) v2 ) 8 ) ( + ( * v2 8 ) 434 ) ) ( * v3 496 ) ) 50 ) ) ( min ( * v0 8 ) ( + ( + ( min ( * ( + ( * v1 31 ) v2 ) 8 ) ( + ( * v2 8 ) 434 ) ) ( * v3 496 ) ) 50 ) ) ),1,74
264,( == ( min ( - 36 ( * v0 19 ) ) ( + ( - ( * ( / ( + ( + v1 v2 ) 127 ) 32 ) 4 ) ( + ( * v0 19 ) v3 ) ) 31 ) ) ( min ( - 36 ( * v0 19 ) ) ( + ( - ( * ( / ( + ( + v1 v2 ) 127 ) 32 ) 4 ) ( + ( * v0 19 ) v3 ) ) 31 ) ) ),1,90
265,( == ( / ( + ( - ( max ( min ( / ( - ( + v0 v1 ) 1 ) 65 ) 29 ) -2 ) ( max ( min ( / v1 65 ) 31 ) 0 ) ) 14 ) 9 ) ( / ( + ( - ( max ( min ( / ( - ( + v0 v1 ) 1 ) 65 ) 29 ) -2 ) ( max ( min ( / v1 65 ) 31 ) 0 ) ) 14 ) 9 ) ),1,594
266,( == ( + ( * v0 348 ) ( * v1 8 ) ) ( + ( * v0 348 ) ( * v1 8 ) ) ),1,34
267,( == ( / ( + ( - v0 v1 ) 136 ) 79 ) ( / ( + ( - v0 v1 ) 136 ) 79 ) ),1,45
268,( == ( / ( + ( - ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 16 ) 32 ) 3986 ) -13 ) ( max ( min ( * ( / v1 16 ) 32 ) 4044 ) 45 ) ) 124 ) 63 ) ( / ( + ( - ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 16 ) 32 ) 3986 ) -13 ) ( max ( min ( * ( / v1 16 ) 32 ) 4044 ) 45 ) ) 124 ) 63 ) ),1,245
269,( == ( max ( * v0 8 ) ( + ( + ( * v1 8 ) v2 ) 107 ) ) ( max ( * v0 8 ) ( + ( + ( * v1 8 ) v2 ) 107 ) ) ),1,62
270,( == ( min ( + ( + ( * v0 19 ) v1 ) 6 ) v2 ) ( min ( + ( + ( * v0 19 ) v1 ) 6 ) v2 ) ),1,51
271,( == ( / ( + ( - ( max ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) 249 ) 0 ) ( max ( min ( / v1 8 ) 249 ) 0 ) ) 127 ) 126 ) ( / ( + ( - ( max ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) 249 ) 0 ) ( max ( min ( / v1 8 ) 249 ) 0 ) ) 127 ) 126 ) ),1,232
272,( == ( - v0 ( + ( * ( + ( * v1 9 ) ( + ( * v2 3 ) v3 ) ) 4 ) ( + ( * v4 108 ) v5 ) ) ) ( - v0 ( + ( * ( + ( * v1 9 ) ( + ( * v2 3 ) v3 ) ) 4 ) ( + ( * v4 108 ) v5 ) ) ) ),1,95
273,( == ( + ( max ( min ( / v0 8 ) 249 ) 0 ) ( * v1 8 ) ) ( + ( max ( min ( / v0 8 ) 249 ) 0 ) ( * v1 8 ) ) ),1,47
274,( == ( * ( / ( min ( + ( * ( % v3 ( / ( + v4 19 ) 17 ) ) 136 ) ( + ( * ( / ( max ( min ( / v2 8 ) 249 ) 0 ) 8 ) 8 ) 119 ) ) ( * ( / ( max ( min ( / ( + ( + v1 v2 ) 7 ) 8 ) 249 ) 0 ) 8 ) 8 ) ) 8 ) 8 ) ( min ( + ( * ( % v3 ( / ( + v4 19 ) 17 ) ) 136 ) ( + ( * ( / ( max ( min ( / v2 8 ) 249 ) 0 ) 8 ) 8 ) 119 ) ) ( * ( / ( max ( min ( / ( + ( + v1 v2 ) 7 ) 8 ) 249 ) 0 ) 8 ) 8 ) ) ),0,2058
275,( == ( - ( min ( - ( / ( + ( + v0 v1 ) 5 ) 2 ) ( * ( / v2 2 ) 126 ) ) ( + ( / v1 2 ) 121 ) ) ( + ( / v1 2 ) ( * v3 4 ) ) ) ( - ( min ( - ( / ( + ( + v0 v1 ) 5 ) 2 ) ( * ( / v2 2 ) 126 ) ) ( + ( / v1 2 ) 121 ) ) ( + ( / v1 2 ) ( * v3 4 ) ) ) ),1,86
276,( && ( && ( && ( && ( && ( && 1 ( <= ( - v0 3 ) ( - v0 3 ) ) ) ( >= ( + v0 2 ) ( + v0 2 ) ) ) ( <= ( + ( + ( + v1 v2 ) 0 ) 1 ) ( - ( + v1 v2 ) 3 ) ) ) ( >= ( + ( + ( + v1 v2 ) 3 ) 1 ) ( + ( + v1 v2 ) 1 ) ) ) ( <= 0 0 ) ) ( >= 2 2 ) ),0,148
277,( == ( - ( * ( max ( min ( / v0 8 ) 249 ) 0 ) 8 ) 6 ) ( - ( + ( - ( * ( max ( min ( / v0 8 ) 249 ) 0 ) 8 ) 6 ) ( + ( * v1 8 ) 13 ) ) 1 ) ),0,165
278,( == ( - ( min v0 33 ) 33 ) ( - ( + ( - ( min v0 33 ) 33 ) ( - 36 ( min v0 33 ) ) ) 1 ) ),0,84
279,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + ( + ( * v0 4 ) v1 ) 0 ) 5 ) ( - ( + ( + ( * v0 4 ) 0 ) v1 ) 5 ) ) ) ( >= ( - ( + ( + ( * v0 4 ) v1 ) 3 ) 5 ) ( - ( + ( + ( * v0 4 ) ( - ( + 4 0 ) 1 ) ) v1 ) 5 ) ) ) ( <= ( - v2 1 ) ( + -1 v2 ) ) ) ( >= ( + v2 256 ) ( + ( - ( - 9 1 ) 1 ) ( - ( + 250 v2 ) 1 ) ) ) ) ( <= 0 0 ) ) ( >= 13 ( - ( + 14 0 ) 1 ) ) ),1,218
280,( == ( + ( * v0 2 ) ( + ( / v1 16 ) ( * v2 8 ) ) ) ( + ( * v0 2 ) ( + ( / v1 16 ) ( * v2 8 ) ) ) ),1,57
281,( == ( - ( / ( + ( + v0 v1 ) 129 ) 2 ) ( + ( * v2 4 ) ( + ( / ( + v0 v1 ) 2 ) ( * v3 32 ) ) ) ) ( - ( / ( + ( + v0 v1 ) 129 ) 2 ) ( + ( * v2 4 ) ( + ( / ( + v0 v1 ) 2 ) ( * v3 32 ) ) ) ) ),1,83
282,( == ( min ( max ( max ( - v0 42 ) v1 ) ( + v2 v1 ) ) ( + v3 6 ) ) ( min ( max ( max ( - v0 42 ) v1 ) ( + v2 v1 ) ) ( + v3 6 ) ) ),1,49
283,( == ( + ( max ( min ( + v0 v1 ) 1999 ) 0 ) ( * v2 116 ) ) ( + ( max ( min ( + v0 v1 ) 1999 ) 0 ) ( * v2 116 ) ) ),1,63
284,( <= ( max ( + ( min ( min ( min ( min 1999 1999 ) ( - ( min ( + v3 v4 ) 2000 ) 1 ) ) ( - ( min ( * ( max ( min ( / v1 8 ) 254 ) 5 ) 8 ) ( + ( * v2 8 ) 55 ) ) 52 ) ) ( - ( + ( - ( * v6 8 ) 52 ) ( + ( * ( min v5 10 ) 8 ) 59 ) ) 1 ) ) 1 ) ( min ( max ( max ( max 0 0 ) ( max v4 0 ) ) ( - ( * v6 8 ) 52 ) ) ( + ( + ( * ( min v5 10 ) 8 ) 59 ) ( - ( * v6 8 ) 52 ) ) ) ) ( min ( max ( max ( max 0 0 ) ( max v4 0 ) ) ( - ( * v6 8 ) 52 ) ) ( + ( + ( * ( min v5 10 ) 8 ) 59 ) ( - ( * v6 8 ) 52 ) ) ) ),0,2803
285,( == ( * ( / ( * ( min ( + ( * ( % v3 ( / ( + ( * v4 512 ) 1485 ) 756 ) ) 756 ) ( + ( * ( / v2 500 ) 512 ) 26 ) ) ( * ( / ( - ( + v1 v2 ) 1 ) 500 ) 512 ) ) -1 ) 4 ) 4 ) ( * ( min ( + ( * ( % v3 ( / ( + ( * v4 512 ) 1485 ) 756 ) ) 756 ) ( + ( * ( / v2 500 ) 512 ) 26 ) ) ( * ( / ( - ( + v1 v2 ) 1 ) 500 ) 512 ) ) -1 ) ),0,2059
286,( == ( min ( * ( + ( * v0 2 ) ( + ( * v1 8 ) v2 ) ) 8 ) ( + ( * v3 8 ) 92 ) ) ( min ( * ( + ( * v0 2 ) ( + ( * v1 8 ) v2 ) ) 8 ) ( + ( * v3 8 ) 92 ) ) ),1,82
287,( == ( max ( + ( / ( - 28 v0 ) 4 ) ( * ( / ( + ( max ( * ( / ( + ( + v1 v2 ) 64 ) 65 ) 64 ) 1975 ) 40 ) 32 ) 8 ) ) ( + ( - ( * ( / ( + ( max ( * ( / ( + ( + v1 v2 ) 64 ) 65 ) 64 ) 1975 ) 40 ) 32 ) 8 ) ( / v0 4 ) ) 7 ) ) ( max ( + ( / ( - 28 v0 ) 4 ) ( * ( / ( + ( max ( * ( / ( + ( + v1 v2 ) 64 ) 65 ) 64 ) 1975 ) 40 ) 32 ) 8 ) ) ( + ( - ( * ( / ( + ( max ( * ( / ( + ( + v1 v2 ) 64 ) 65 ) 64 ) 1975 ) 40 ) 32 ) 8 ) ( / v0 4 ) ) 7 ) ) ),1,153
288,( == ( + v0 6 ) ( + v0 6 ) ),1,13
289,( == ( + ( * v0 16 ) ( - ( max ( min ( + ( * v1 64 ) v2 ) 999 ) 0 ) ( max ( min ( + ( * v1 64 ) v2 ) 936 ) -63 ) ) ) ( + ( * v0 16 ) ( - ( max ( min ( + ( * v1 64 ) v2 ) 999 ) 0 ) ( max ( min ( + ( * v1 64 ) v2 ) 936 ) -63 ) ) ) ),1,223
290,( == ( min ( / ( + ( + v0 v1 ) 7 ) 2 ) ( - ( + ( / ( + v0 v1 ) 2 ) ( * ( / ( + ( % ( + v0 v1 ) 2 ) 7 ) 4 ) 4 ) ) 1 ) ) ( min ( / ( + ( + v0 v1 ) 7 ) 2 ) ( - ( + ( / ( + v0 v1 ) 2 ) ( * ( / ( + ( % ( + v0 v1 ) 2 ) 7 ) 4 ) 4 ) ) 1 ) ) ),1,83
291,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( max ( + v0 5 ) v1 ) 1 ) ( - v0 1 ) ) ) ( >= ( + v0 4 ) ( + v0 4 ) ) ) ( <= ( + ( + 0 ( - ( + ( + ( min ( * v2 36 ) 96 ) ( * v3 12 ) ) v4 ) 5 ) ) 4 ) ( - ( + ( + ( min ( * v2 36 ) 96 ) ( * v3 12 ) ) v4 ) 1 ) ) ) ( >= ( + ( + 3 ( + ( + ( + ( min ( * v2 36 ) 96 ) ( * v3 12 ) ) v4 ) 8 ) ) 4 ) ( + ( + ( + ( min ( * v2 36 ) 96 ) ( * v3 12 ) ) v4 ) 15 ) ) ) ( <= 0 0 ) ) ( >= 2 2 ) ),0,281
292,( >= ( max ( - -905 ( * v0 64 ) ) ( + ( * v0 64 ) 164 ) ) 0 ),0,515
293,( == ( - ( - ( / v0 2 ) ( * v1 3 ) ) ( / ( - v0 1 ) 2 ) ) ( - ( - ( / v0 2 ) ( * v1 3 ) ) ( / ( - v0 1 ) 2 ) ) ),1,38
294,( == ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) v2 ) ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) v2 ) ),1,40
295,( != ( / ( + ( * v0 8 ) 133 ) 126 ) 0 ),0,829
296,( == ( min ( - ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( / v1 4 ) ) 127 ) v2 ) ( min ( - ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( / v1 4 ) ) 127 ) v2 ) ),1,58
297,( == ( + ( * v0 36 ) ( * ( / ( + v1 v2 ) 133 ) 8 ) ) ( + ( * v0 36 ) ( * ( / ( + v1 v2 ) 133 ) 8 ) ) ),1,65
298,( == ( + ( / v0 32 ) ( * v1 15 ) ) ( + ( / v0 32 ) ( * v1 15 ) ) ),1,72
299,( == ( - ( - ( * ( / ( max ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) 249 ) 0 ) 8 ) 8 ) ( * v2 17 ) ) ( * ( / ( max ( min ( / v1 8 ) 249 ) 0 ) 8 ) 8 ) ) ( - ( - ( * ( / ( max ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) 249 ) 0 ) 8 ) 8 ) ( * v2 17 ) ) ( * ( / ( max ( min ( / v1 8 ) 249 ) 0 ) 8 ) 8 ) ) ),1,105
300,( == ( - ( * ( / ( + ( + v0 v1 ) 251 ) 63 ) 2 ) ( / v2 4 ) ) ( - ( * ( / ( + ( + v0 v1 ) 251 ) 63 ) 2 ) ( / v2 4 ) ) ),1,54
301,( >= ( / ( + v0 v1 ) 16 ) ( + ( + ( / ( + ( - v0 1 ) v1 ) 16 ) 1 ) 1 ) ),0,74
302,( == ( max ( min ( - ( * v0 4 ) ( min ( - ( - ( * ( max ( min ( * ( min ( / ( + ( + v1 v2 ) 499 ) 500 ) 3 ) 8 ) 22 ) -7 ) 8 ) ( * v3 90 ) ) v4 ) -134 ) ) 223 ) ( + ( min ( + v5 v4 ) 3 ) 220 ) ) ( max ( min ( - ( * v0 4 ) ( min ( - ( - ( * ( max ( min ( * ( min ( / ( + ( + v1 v2 ) 499 ) 500 ) 3 ) 8 ) 22 ) -7 ) 8 ) ( * v3 90 ) ) v4 ) -134 ) ) 223 ) ( + ( min ( + v5 v4 ) 3 ) 220 ) ) ),1,152
303,( == ( min ( / ( + v0 40 ) 32 ) ( + ( * v1 4 ) ( + ( / ( - v0 995 ) 32 ) ( * v2 2 ) ) ) ) ( min ( / ( + v0 40 ) 32 ) ( + ( * v1 4 ) ( + ( / ( - v0 995 ) 32 ) ( * v2 2 ) ) ) ) ),1,84
304,( == ( / ( + ( - ( / ( - ( + v0 v1 ) 1 ) 8 ) ( / v1 8 ) ) 6 ) 4 ) ( / ( + ( - ( / ( - ( + v0 v1 ) 1 ) 8 ) ( / v1 8 ) ) 6 ) 4 ) ),1,68
305,( == ( min ( + ( * v0 8 ) ( + ( * v1 128 ) v2 ) ) ( + v3 10 ) ) ( min ( + ( * v0 8 ) ( + ( * v1 128 ) v2 ) ) ( + v3 10 ) ) ),1,48
306,( == ( max ( - ( / ( + ( + v0 v1 ) 15 ) 4 ) ( + ( * v2 12 ) v3 ) ) ( + ( - ( / ( + ( + v0 v1 ) 7 ) 4 ) ( + ( * v4 36 ) ( + ( / v1 4 ) ( * v2 12 ) ) ) ) 2 ) ) ( max ( - ( / ( + ( + v0 v1 ) 15 ) 4 ) ( + ( * v2 12 ) v3 ) ) ( + ( - ( / ( + ( + v0 v1 ) 7 ) 4 ) ( + ( * v4 36 ) ( + ( / v1 4 ) ( * v2 12 ) ) ) ) 2 ) ) ),1,117
307,( == ( min ( * ( max v0 0 ) 8 ) ( + ( + ( * v1 155 ) ( * v2 8 ) ) 143 ) ) ( min ( * ( max v0 0 ) 8 ) ( + ( + ( * v1 155 ) ( * v2 8 ) ) 143 ) ) ),1,60
308,( == ( / ( + ( * ( - ( / ( max ( min ( + v0 v1 ) 1999 ) 0 ) 16 ) ( / ( - ( max ( min v1 2002 ) 3 ) 3 ) 16 ) ) 16 ) 160 ) 127 ) ( / ( + ( * ( - ( / ( max ( min ( + v0 v1 ) 1999 ) 0 ) 16 ) ( / ( - ( max ( min v1 2002 ) 3 ) 3 ) 16 ) ) 16 ) 160 ) 127 ) ),1,108
309,( == ( + ( max ( min ( / v0 2 ) 999 ) 0 ) ( * v1 63 ) ) ( + ( max ( min ( / v0 2 ) 999 ) 0 ) ( * v1 63 ) ) ),1,36
310,( == ( - ( - ( * ( min ( + v0 124 ) v1 ) 8 ) ( * v2 500 ) ) ( * v0 8 ) ) ( - ( - ( * ( min ( + v0 124 ) v1 ) 8 ) ( * v2 500 ) ) ( * v0 8 ) ) ),1,57
311,( == ( / ( + ( * ( - ( / ( + ( + v0 v1 ) 63 ) 8 ) ( / v1 8 ) ) 8 ) 768 ) 708 ) ( / ( + ( * ( - ( / ( + ( + v0 v1 ) 63 ) 8 ) ( / v1 8 ) ) 8 ) 768 ) 708 ) ),1,84
312,( == ( min ( * v0 4 ) ( + ( * v1 4 ) 9 ) ) ( min ( * v0 4 ) ( + ( * v1 4 ) 9 ) ) ),1,48
313,( == ( min ( + ( min ( * v0 8 ) ( + ( + ( * v1 124 ) ( * v2 8 ) ) 16 ) ) 102 ) v3 ) ( min ( + ( min ( * v0 8 ) ( + ( + ( * v1 124 ) ( * v2 8 ) ) 16 ) ) 102 ) v3 ) ),1,65
314,( == ( + ( * v0 128 ) ( + ( * v1 252 ) v2 ) ) ( + ( * v0 128 ) ( + ( * v1 252 ) v2 ) ) ),1,58
315,( == ( / ( + ( - ( / ( + ( + v0 v1 ) 63 ) 8 ) ( / v1 8 ) ) 66 ) 65 ) ( / ( + ( - ( / ( + ( + v0 v1 ) 63 ) 8 ) ( / v1 8 ) ) 66 ) 65 ) ),1,58
316,( == ( min ( - ( / ( + ( max ( min v0 3994 ) -5 ) 19 ) 2 ) ( / ( - ( max ( min v1 4012 ) 13 ) 13 ) 2 ) ) v2 ) ( min ( - ( / ( + ( max ( min v0 3994 ) -5 ) 19 ) 2 ) ( / ( - ( max ( min v1 4012 ) 13 ) 13 ) 2 ) ) v2 ) ),1,79
317,( == ( / ( + v0 256 ) 251 ) ( / ( + v0 256 ) 251 ) ),1,35
318,( == ( min ( + ( max ( min v0 1037 ) 38 ) 459 ) v1 ) ( min ( + ( max ( min v0 1037 ) 38 ) 459 ) v1 ) ),1,60
319,( == ( + ( max ( min ( / v0 2 ) 999 ) 0 ) ( * v1 252 ) ) ( + ( max ( min ( / v0 2 ) 999 ) 0 ) ( * v1 252 ) ) ),1,44
320,( == ( / ( + ( - ( max ( min ( + v0 v1 ) 1998 ) -1 ) ( max ( min v1 1999 ) 0 ) ) 131 ) 128 ) ( / ( + ( - ( max ( min ( + v0 v1 ) 1998 ) -1 ) ( max ( min v1 1999 ) 0 ) ) 131 ) 128 ) ),1,150
321,( == ( min ( - ( - ( min ( - ( + v0 v1 ) ( * v2 252 ) ) ( + ( + ( min ( * v3 64 ) 188 ) v1 ) 64 ) ) ( * v3 64 ) ) v1 ) ( + ( * v4 4 ) 6 ) ) ( min ( - ( - ( min ( - ( + v0 v1 ) ( * v2 252 ) ) ( + ( + ( min ( * v3 64 ) 188 ) v1 ) 64 ) ) ( * v3 64 ) ) v1 ) ( + ( * v4 4 ) 6 ) ) ),1,95
322,( == ( min ( * v0 2 ) ( + ( * ( + ( * v1 30 ) v2 ) 2 ) 47 ) ) ( min ( * v0 2 ) ( + ( * ( + ( * v1 30 ) v2 ) 2 ) 47 ) ) ),1,49
323,( == ( min ( + ( * v0 76 ) v1 ) ( + v2 83 ) ) ( min ( + ( * v0 76 ) v1 ) ( + v2 83 ) ) ),1,46
324,( && ( && ( && ( && ( && ( && 1 ( <= v0 v0 ) ) ( >= ( + v0 3 ) ( + v0 3 ) ) ) ( <= ( + 0 ( + ( * v1 8 ) 1 ) ) ( + ( * v1 8 ) 1 ) ) ) ( >= ( + 3 ( + ( * v1 8 ) 5 ) ) ( + ( * v1 8 ) 8 ) ) ) ( <= v2 v2 ) ) ( >= v2 v2 ) ),1,118
325,( == ( min ( * ( + ( / v0 16 ) v1 ) 8 ) ( + ( min ( * ( / ( + ( + v2 v0 ) 15 ) 16 ) 8 ) 997 ) 11 ) ) ( min ( * ( + ( / v0 16 ) v1 ) 8 ) ( + ( min ( * ( / ( + ( + v2 v0 ) 15 ) 16 ) 8 ) 997 ) 11 ) ) ),1,69
326,( == ( + ( / ( - v0 2 ) 16 ) ( * v1 3 ) ) ( + ( / ( - v0 2 ) 16 ) ( * v1 3 ) ) ),1,46
327,( >= ( - -63 ( max v0 -63 ) ) ( - ( + ( - -63 ( max v0 -63 ) ) ( + ( max v0 -63 ) 67 ) ) 1 ) ),0,55
328,( && ( && ( && ( && ( && ( && 1 ( <= ( + 0 ( + ( * ( + ( * v0 4 ) v1 ) 8 ) v2 ) ) ( + ( * ( + ( * v0 4 ) v1 ) 8 ) v2 ) ) ) ( >= ( + 3 ( + ( + ( * ( + ( * v0 4 ) v1 ) 8 ) v2 ) 4 ) ) ( + ( + ( * ( + ( * v0 4 ) v1 ) 8 ) v2 ) 7 ) ) ) ( <= ( / v3 65 ) ( / v3 65 ) ) ) ( >= ( / ( + v3 1064 ) 65 ) ( / ( + v3 1064 ) 65 ) ) ) ( <= v4 v4 ) ) ( >= v4 v4 ) ),1,174
329,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * v0 4 ) v1 ) 0 ) ( + ( + ( * v0 4 ) 0 ) v1 ) ) ) ( >= ( + ( + ( * v0 4 ) v1 ) 3 ) ( + ( + ( * v0 4 ) ( - ( + 4 0 ) 1 ) ) v1 ) ) ) ( <= ( + v2 v3 ) ( + v2 v3 ) ) ) ( >= ( + v2 v3 ) ( + v2 v3 ) ) ) ( <= v4 v4 ) ) ( >= v4 v4 ) ),1,183
330,( == ( / ( + ( - ( max ( min ( * ( min ( / ( + ( + v0 v1 ) 499 ) 500 ) 3 ) 8 ) 22 ) -7 ) ( max ( min ( * ( / v1 500 ) 8 ) 36 ) 5 ) ) 50 ) 23 ) ( / ( + ( - ( max ( min ( * ( min ( / ( + ( + v0 v1 ) 499 ) 500 ) 3 ) 8 ) 22 ) -7 ) ( max ( min ( * ( / v1 500 ) 8 ) 36 ) 5 ) ) 50 ) 23 ) ),1,272
331,( == ( * ( / ( * ( % v0 ( / ( + v1 559 ) 504 ) ) -504 ) 4 ) 4 ) ( * ( % v0 ( / ( + v1 559 ) 504 ) ) -504 ) ),1,75
332,( >= ( - v0 99 ) ( - ( + ( - v0 99 ) ( + ( min ( - v1 ( * ( max ( + ( * ( / v2 63 ) 8 ) ( - ( * v3 55 ) ( * v4 8 ) ) ) -9 ) 8 ) ) -147 ) 148 ) ) 1 ) ),1,193
333,( > ( - 0 ( * v0 24 ) ) ( - 191 ( * v0 24 ) ) ),0,28
334,( == ( - ( max ( * ( / ( - ( + v0 v1 ) 1 ) 4 ) 4 ) -3 ) ( + ( * v2 4 ) v3 ) ) ( - ( max ( * ( / ( - ( + v0 v1 ) 1 ) 4 ) 4 ) -3 ) ( + ( * v2 4 ) v3 ) ) ),1,71
335,( == ( min ( / ( + ( + v0 v1 ) 180 ) 8 ) ( + v2 12 ) ) ( min ( / ( + ( + v0 v1 ) 180 ) 8 ) ( + v2 12 ) ) ),1,52
336,( == ( min ( + ( max ( * v0 4 ) -15 ) 16 ) ( + ( min ( * ( + ( * v1 4 ) v2 ) 4 ) 1999 ) ( * ( / ( + v3 19 ) 4 ) 4 ) ) ) ( min ( + ( max ( * v0 4 ) -15 ) 16 ) ( + ( min ( * ( + ( * v1 4 ) v2 ) 4 ) 1999 ) ( * ( / ( + v3 19 ) 4 ) 4 ) ) ) ),1,104
337,( != ( + ( / v0 4 ) 1 ) 0 ),0,346
338,( == ( min ( + ( * ( / ( + ( min ( - ( * v0 4 ) 8 ) v1 ) 15 ) 4 ) 4 ) ( + ( * v2 16 ) v3 ) ) ( + v4 4 ) ) ( min ( + ( * ( / ( + ( min ( - ( * v0 4 ) 8 ) v1 ) 15 ) 4 ) 4 ) ( + ( * v2 16 ) v3 ) ) ( + v4 4 ) ) ),1,80
339,( == ( * ( / ( max ( min ( + ( * v1 -48 ) ( + ( * v2 -16 ) v3 ) ) 12 ) -4 ) 2 ) 2 ) ( max ( min ( + ( * v1 -48 ) ( + ( * v2 -16 ) v3 ) ) 12 ) -4 ) ),0,995
340,( == ( + ( / ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( / ( - v1 1 ) 8 ) ) 128 ) 1 ) ( + ( / ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( / ( - v1 1 ) 8 ) ) 128 ) 1 ) ),1,70
341,( == ( / ( + ( - v0 v1 ) 168 ) 116 ) ( / ( + ( - v0 v1 ) 168 ) 116 ) ),1,82
342,( == ( min ( + ( * v0 4 ) v1 ) ( + ( * ( / ( + ( + v2 v3 ) 64 ) 65 ) 8 ) 16 ) ) ( min ( + ( * v0 4 ) v1 ) ( + ( * ( / ( + ( + v2 v3 ) 64 ) 65 ) 8 ) 16 ) ) ),1,63
343,( == ( min ( + ( * v0 64 ) v1 ) v2 ) ( min ( + ( * v0 64 ) v1 ) v2 ) ),1,39
